Seq_No,Lat,Lon,Page_No,Line_No,Quotation
620,41.2833,-70.1,159,3,Nantucket market!
621,39.1988,34.0723,159,29,see yonder Turkish
622,-33.45,-70.6667,159,33,See yonder Chilian!
623,41.2833,-70.1,159,37,of all Nantucket
625,45.5856,9.9303,162,6,Iron Crown of Lombardy
629,47.7694,100.179,165,7,the old Mogul
631,40.6986,-3.2949,166,4,Spanish ladies
632,40.6986,-3.2949,166,5,ladies of Spain
633,41.2833,-70.1,166,7,Ist NANTUCKET SAILOR
634,41.2833,-70.1,,3,2nd NANTUCKET SAILOR
635,52.25,4.667,167,8,DUTCH SAILOR
636,47.7694,100.179,167,9,our old Mogul
637,52.37,4.89,167,14,eating Amsterdam butter!
638,46,2,167,15,FRENCH SAILOR
639,-38.833333,-143.583333,167,16,to anchor in Blanket Bay
640,46,2,167,22,FRENCH SAILOR
641,64.8343,-18.977,167,26,ICELANDIC SAILOR
642,35.8997,14.5172,167,29,MALTESE SAILOR
643,37.6,14.1667,167,32,SICILIAN SAILOR
644,40.8,-73.3,167,34,LONG-ISLAND SAILOR
645,37.74111,-25.67556,168,1,AZORE SAILOR
646,37.74111,-25.67556,168,6,AZORE SAILOR
647,32.9043,110.4677,168,12,CHINA SAILOR
648,46,2,168,14,FRENCH SAILOR
649,54.1473,-4.6888,168,20,OLD MANX SAILOR
650,41.2833,-70.1,168,26,3D NANTUCKET SAILOR
651,21.7679,78.8718,168,31,LASCAR SAILOR
652,35.8997,14.5172,169,1,MALTESE SAILOR
653,37.6,14.1667,169,8,SICILIAN SAILOR
654,-17.6667,-149.45,169,13,TAHITIAN SAILOR
655,-17.6667,-149.45,169,16,high palmed Tahiti
657,38.7,-9.1833,169,22,PORTUGUESE SAILOR
658,55.72,12.57,169,25,DANISH SAILOR
659,56.9283,11.4281,169,27,isle fort at Cattegat
660,59.5,23,169,28,fight the Baltic
662,50.9212,-0.2187,169,32,ENGLISH SAILOR
663,54.1473,-4.6888,170,1,OLD MANX SAILOR
664,40.6986,-3.2949,170,9,SPANISH SAILOR
665,15.067,-23.633,170,15,ST. JAGO'S SAILOR
666,40.6986,-3.2949,170,16,That Spaniard's mad
667,47.7694,100.179,179,17,Mogul's fire-waters
668,41.2833,-70.1,170,18,5TH NANTUCKET SAILOR
669,40.6986,-3.2949,170,20,SPANISH SAILOR
670,40.6986,-3.2949,170,24,SPANISH SAILOR
671,54.6,-5.9167,170,30,BELFAST SAILOR
672,50.9212,-0.2187,170,32,ENGLISH SAILOR
673,40.6986,-3.2949,170,33,the Spaniard's knife!
674,54.1473,-4.6888,171,1,OLD MANX SAILOR
677,67.1039,-50.3323,173,34,Greenland or Right Whale
678,40.423,-98.7372,173,37,American flag
679,40.423,-98.7372,174,38,to both American and English
680,50.9212,-0.2187,174,38,to both American and English
681,3.5134,-156.7969,174,40,north in the Pacific
682,67.1039,-50.3323,174,41,in the Greenland seas
683,75,-90,174,44,the Nor' West Passage
684,40.3333,-7.6333,175,2,inland Strella mountain
685,38.7,-9.1833,175,3,Portugal (near whose top
687,37.0833,15.2833,175,5,near Syracuse
688,31.7833,35.2167,175,5,from the Holy Land
689,34.8,-92.2,176,3,Arkansas duellist
690,39.1988,34.0723,176,6,No turbaned Turk
691,45.4333,12.3167,176,7,hired Venetian
692,4.1936,103.7249,176,7,or Malay
693,-55.9797,-67.2717,176,31,Patagonian Cape
694,28.8013,31.1711,176,36,Egyptian chest
695,-55.9797,-67.2717,176,41,the Cape Horn swells
696,40.7031,-74.0267,177,6,"Hudson, when that noble"
697,40.7031,-74.0267,177,6,that noble Northman
698,57.12,-4.71,177,7,Highland gorge
699,48.8506,2.3433,177,17,spiked Hotel de Cluny
700,41.9,12.5,177,19,Roman halls of Thermes
701,41.2833,-70.1,177,31,no Nantucketer thought him
703,17.3333,96.4833,179,14,grand old kings of Pegu
704,13.9202,101.0168,179,16,modern kinds of Siam
705,52.3699,9.7353,179,17,the Hanoverian flag
707,41.9,12.5,179,18,heir to overlording Rome
708,41.9,12.5,179,22,among the Romans
709,40.423,-98.7372,179,25,Red Men of America
710,33.6804,51.1689,180,1,Persian fire-worshippers
711,38.3228,22.2592,180,2,Greek mythologies
713,46,2,180,36,the French in the name
714,46,2,180,39,the French call him
715,-90,0,180,41,Antarctic seas
716,41.9,12.5,180,43,hooked Roman bill
717,42.0546,-93.3718,181,2,Steed of the Praries
718,39.1178,-106.4454,181,5,the Rocky Mountains
719,38.7037,-79.5321,181,5,and the Alleghanies
720,36.9867,-89.1311,181,13,like an Ohio
721,-90,0,181,38,I beheld the Antarctic fowl
723,-13.9234,-166.6406,182,6,ghost of the Southern Seas
724,51.05,3.7167,182,10,White Hoods of Ghent
725,40.423,-98.7372,182,40,Middle American States
726,51.5081,-0.0761,182,44,White Tower of London
727,40.423,-98.7372,183,1,an untravelled American
728,44.271,-71.305,183,3,White Mountains of New Hampshire
729,37.6666,-78.6146,183,5,Virginia's Blue Ridge
730,65.6547,36.8542,183,7,the White Sea
731,35,123,183,7_8,the Yellow Sea
732,51,9,183,11,Central Europe
733,51.75,10.6333,183,11,of the Hartz forests
734,51.8006,10.6172,183,13,imps of the Blocksburg
735,-12.0433,-77.0283,183,19,tearless Lima
736,-12.0433,-77.0283,183,20,LIma has taken the white veil
737,-11.2583,-75.1374,184,1,native Indians of Peru
738,-32.6528,-70.0111,184,2,howdahed Andes
740,-90,0,184,8,scenery of the Antarctic Seas
741,44.2035,-72.5623,184,14,peaceful valley of Vermont
742,44.2056,-70.3064,184,21,this New England colt
743,45.5236,-122.675,184,21,bisons of distant Oregon?
744,45.5236,-122.675,184,23,thousands of miles from Oregon
745,65,26,185,12,travellers in Lapland
747,-11.2583,-75.1374,186,10,"neighbor, a Cholo"
748,41.2833,-70.1,186,22,fifty miles at sea from Nantucket
749,47.7694,100.179,186,25,our old Mogul
751,-4.6308,55.4619,188,34,Seychelle ground
752,4.5655,66.4453,188,34,Seychelle ground in the Indian Ocean
753,38.895,-77.05194,188,36,"National Observatory, Washington"
754,31.6,130.55,189,1,Volcano Bay on the Japanese Coast
755,35.4112,135.8337,189,1,on the Japanese Coast
756,41.2833,-70.1,189,22,sailed from Nantucket
757,-55.9797,-67.2717,189,24,double Cape Horn
758,3.5134,-156.7969,189,25,arrive in the equatorial Pacific
759,26.9047,51.5475,189,32,wrinkled brow off the Persian Gulf
760,14.9378,87.4592,189,32,or in the Bengal Bay
761,12.1833,113.2167,189,32,or China Seas
762,4.5655,66.4453,189,33,Monsoons
763,-34.6,-57.8997,189,33,Pampas
764,21.7679,78.8718,189,33,Nor-Westers
765,9.1021,18.2812,189,34,Harmattans
767,35,18,189,34,the Levanter
768,20.6328,11.2061,189,34,Simoom
769,41.0128,28.9744,189,39,thoroughfares of Constantinople
771,9.1021,18.2812,192,18,to go in a trading ship on a voyage to Africa
772,9.1021,18.2812,192,24,the coasts of Africa
773,-8.70667,124.64833,193,23,who so long did'st lurk in the Oriental straits
774,-8.70667,124.64833,193,24,the palmy beach of Ombay
775,-41.4395,172.1936,193,24,New Zealand Tom
776,-41.4395,172.1936,193,25,in the vicinity of the Tattoo Land
777,35.4112,135.8337,193,26,O Morquan! King of Japan
778,-33.45,-70.666667,193,28,thou Chilian whale
779,-41.4395,172.1936,193,31,New Zealand Tom
780,1.43444,-71.4625,193,34-35,setting out through the Narragansett Woods
781,-6,147,194,7,off the coast of New Guinea
782,-6,147,194,10,between here and New Guinea
783,-6,147,194,11,regular news direct or indirect from New Guinea?
784,3.5134,-156.7969,194,12,one particular voyage which I made to the Pacific
785,28.8013,31.1711,194,22,plagues of Egypt
786,41.2833,-70.1,194,28,"Captain Pollard, of Nantucket"
787,3.5134,-156.7969,194,29,in the Pacific Ocean
788,3.5134,-156.7969,194,35-36,Captain Pollard once more sailed for the Pacific
789,41.2833,-70.1,194,39,a resident of Nantucket
790,41.2833,-70.1,195,1,"The ship Union, also of Nantucket"
791,40.423,-98.7372,195,6,an American sloop-of-war
792,41.2833,-70.1,195,7,on board a Nantucket ship
793,21.30889,-157.82611,195,7,the harbor of Oahu
794,21.30889,-157.82611,195,7_8,"the harbor of Oahu, Sandwich Islands"
795,-33.05,-71.617,195,12_13,set sail in this impregnable craft for Valparaiso
796,36.9167,34.8956,195,18,Saul of Tarsus
797,54.827,55.0423,195,22,the Russian Admiral Krusenstern's famous Discovery Expedition
798,44.2056,-70.3064,196,14,"a New Englander, who, after a long life of unusual adventures"
799,42.783333,-71.083333,196,15,the village of Dorchester near Boston
800,42.3583,-71.0603,196,15,the village of Dorchester near Boston
801,54.827,55.0423,196,18,a Russian craft built on the Siberian coast
802,60,105,196,18,a Russian craft built on the Siberian coast
803,40.423,-98.7372,196,26,one hundred and fifty leagues from the Main of America
804,40.6986,-3.2949,196,36-37,great mischief along the Spanish land
805,50.9212,-0.2187,196,44,The English ship Pusie Hall
806,41.0128,28.9744,197,12/13/13,"Procopius, a Christian magistrate of Constantinople"
807,41.0128,28.9744,197,19,his prefecture at Constantinople
808,40.7225,28.2247,197,19_20,"a great sea-monster was captured in the neighboring Propontis, or Sea of Marmora"
809,35,18,197,26,always unknown in the Mediterranean
810,35,18,197,30,isolated instances of the presence of the sperm whale in the Mediterranean
811,36.7,3.217,197,31,"that on the Barbary coast, a Commodore Davis"
812,50.9212,-0.2187,197,32,the British navy found the skeleton of a sperm whale
813,35,18,197,34,pass out of the Mediterranean into the Propontis
814,40.7225,28.2247,197,34,pass out of the Mediterranean into the Propontis
815,40.7225,28.2247,197,35,pass out of the Mediterranean into the Propontis
816,41.9,12.5,197,40-41,stove the ships of a Roman Emporer
819,41.33444,-70.79583,201,5,"that mad Gay-Header, Tashtego"
821,32.9043,110.4677,202,6,A rumpled Chinese jacket
822,11.8728,122.8613,202,11,the aboriginal natives of the Manillas
823,41.2833,-70.1,204,27,dim Nantucket dawn
824,29.1536,-89.2508,204,33,boiler out of a Mississippi steamer
825,41.4,-70.6167,206,28,I'll sign over to you my Martha's Vineyard plantation
827,-55.9797,-67.2717,209,25,a leaking ship in a gale off Cape Horn
829,35.4112,135.8337,213,8,blown-off Japanese junks
831,37.74111,-25.67556,214,2,off the Azores
832,15.1111,-23.6167,214,2_3,off the Cape de Verdes
833,58.39361,-58.39361,214,3,the mouth of the Rio de la Plata
834,-0.083333,-58.393611,214,4,"Carrol Ground, an unstaked, watery locality"
835,-15.933333,-5.7,214,4,southerly from St. Helena
836,-34.3581,18.4719,215,29,the Cape winds began howling
837,-34.3581,18.4719,216,1,"Cape of Good Hope, do they call ye?"
838,-34.3581,18.4719,216,1,Rather Cape Tormentoto
840,-34.3581,18.4719,217,1,South-Eastward from the Cape
841,-46.1667,51.1167,217,1,off the distant Crozetts
842,41.2833,-70.1,217,28,the stranger vessel was a Nantucketer
843,3.5134,-156.7969,218,1,future letters to the Pacific Ocean
844,37,25.1667,218,20,more sweet and strange than any Cyclades
845,-8.9389,159.5305,218,21,or Islands or King Solomon
847,39.75,-74.75,219,11,If two strangers crossing the Pine Barrens in New York State
848,42.3482,-75.189,219,11,If two strangers crossing the Pine Barrens in New York State
849,51.155,-1.809,219,11_12,desolate Salisbury Plain in England
850,50.9212,-0.2187,219,11_12,desolate Salisbury Plain in England
851,39.75,-74.75,219,16,Pine Barrens and Salisbury Plains of the Sea
852,51.155,-1.809,219,16,Pine Barrens and Salisbury Plains of the Sea
853,3.866667,-159.366667,219,17,off lone Fanning's Island
854,3.383,173,219,17,or the far away King's Mills
855,40.423,-98.7372,219,9,the case with Americans and English
856,50.9212,-0.2187,220,9,the case with Americans and English
857,50.9212,-0.2187,220,10,small number of English whalers
858,50.9212,-0.2187,220,12,your Englishman is rather reserved
859,42.3482,-75.189,220,12,and your Yankee
860,50.9212,-0.2187,220,13,the English whalers
861,40.423,-98.7372,220,14,superiority over the American whaler
863,50.9212,-0.2187,220,16,superiority in the English whalemen
864,42.3482,-75.189,220,17,the Yankees in one day
865,50.9212,-0.2187,220,18,than all the English
866,50.9212,-0.2187,220,19,English whale-hunters
867,41.2833,-70.1,220,19,the Nantucketer does not take much
868,0,-30,220,23,wake in the mid-Atlantic
869,40.7701,-73.9821,220,25,brace of dandies in Broadway
870,42.3482,-75.189,221,8,true born Yankees
873,-34.3581,18.4719,222,1,The Cape of Good Hope
874,-13.9234,-166.6406,222,5_6,almost wholly by Polynesians
875,41.9,12.5,222,15,with Romish injunctions of secrecy
876,-12.0433,-77.0283,222,24_25,I once narrated it at Lima
877,40.6986,-3.2949,222,25,circle of my Spanish friends
878,-0.6667,-90.55,222,29,famous Gallipagos
879,41.2833,-70.1,223,4,Sperm Whaler of Nantucket
880,3.5134,-156.7969,223,5,in your Pacific here
882,41.4,-70.6167,223,25,"the mate, a Vineyarder"
883,46.25,-84.5,223,26,"Steelkilt, a Lakeman"
884,42.90472,-78.84944,223,26,desperado from Buffalo
885,46.25,-84.5,223,27,Lakeman!
886,42.90472,-78.84944,223,27,Buffalo!
887,46.25,-84.5,223,27,what is a Lakeman
888,42.90472,-78.84944,223,27,where is Buffalo?
889,42.4,-81.2,223,29,shore of our Lake Erie
891,11.8728,122.8613,223,32,your old Callao to far Manilla
892,46.25,-84.5,223,32,this Lakeman
893,40.423,-98.7372,223,32-33,the land-locked heart of our America
894,42.4,-81.2,223,35,"Erie, and Ontario, and Huron, and Superior, and Michigan"
895,43.7,-77.9,223,35,"Erie, and Ontario, and Huron, and Superior, and Michigan"
896,44.8,-82.4,223,35,"Erie, and Ontario, and Huron, and Superior, and Michigan"
897,47.7,-87.5,223,35,"Erie, and Ontario, and Huron, and Superior, and Michigan"
898,44,-87,223,36,"Erie, and Ontario, and Huron, and Superior, and Michigan"
899,-13.9234,-166.6406,223,38,as the Polynesian waters do
900,0,-30,223,39,as the Atlantic is
901,45.8611,-84.6306,224,1,guns of lofty Mackinaw
902,9.1021,18.2812,224,5,wild Afric beasts of prey
904,42.90472,-78.84944,224,7,paved capitals of Buffalo and Cleveland
905,41.4994,-81.6956,224,7,paved capitals of Buffalo and Cleveland
908,41.2833,-70.1,224,14,on a lone Nantucket beach
909,0,-30,224,15,our austere Atlantic
910,3.5134,-156.7969,224,16,contemplative Pacific
911,41.2833,-70.1,224,18,this Nantucketer
912,46.25,-84.5,224,18,this Lakeman
913,0,-30,224,27,civilized ocean like our Atlantic
914,41.9,12.5,225,14,with a head like a Roman
915,46.25,-84.5,225,21,Lakeman affected not to notice him
916,46.25,-84.5,225,38-39,the Lakeman went forward
917,46.25,-84.5,226,19,the Lakeman fully comprehended
918,46.25,-84.5,226,32,the seated Lakeman
919,46.25,-84.5,227,3,the Lakeman paused
920,46.25,-84.5,227,6,where the Lakeman stood
921,43.109789,-76.4310467,227,16-17,They were both Canallers
922,43.109789,-76.4310467,227,18,Canallers!
923,43.109789,-76.4310467,227,19,never heard of your Canallers
924,43.109789,-76.4310467,227,20,"Canallers, Don, are the boatman"
925,43.109789,-76.4310467,227,20,our grand Erie Canal
926,43.109789,-76.4310467,227,25,I tell ye what our Canallers are
927,42.3482,-75.189,227,28,the state of New York
928,41.9,12.5,227,31,on Roman arches over Indian rivers
930,42.76083,-73.68694,227,32_33,noble Mohawk counties
931,45.4333,12.3167,227,34,Venetianly corrupt
932,8,-2,227,35,your true Ashantee
933,-12.0433,-77.0283,227,42,wanes in Lima
934,-12.0433,-77.0283,228,1_2,In the name of all us Limeese
935,-12.0433,-77.0283,228,3,present Lima for distant Venice
936,45.4333,12.3167,228,3,present Lima for distant Venice
937,-12.0433,-77.0283,228,5,Corrupt as Lima
938,-12.0433,-77.0283,228,6,Corrupt as Lima
939,45.4333,12.3167,228,7,Venice; I have been there
940,43.109789,-76.4310467,228,9,the Canaller
941,2.2459,32.2525,228,11,flowery Nile
942,-33.859972,151.21111,228,23,except Sydney men
943,43.109789,-76.4310467,228,25_26,the probationary life of the Grand Canal
944,-12.0433,-77.0283,228,29,The world's one Lima
945,46.25,-84.5,228,31,where the Lakeman shook the backstay
946,48.8742,2.347,228,43,the sea-Parisians entrenched themselves behind the barricade
947,46.25,-84.5,229,14,The Lakeman now patrolled the barricade
948,46.25,-84.5,231,33,hissed the Lakeman
949,46.25,-84.5,232,3,hissed the Lakeman
950,46.25,-84.5,232,23,the Lakeman had induced the seamen
951,46.25,-84.5,232,42,said the Lakeman
952,46.25,-84.5,233,8,the Lakeman's monkey jacket
954,28.3167,-16.5667,233,18,stupid Teneriffe man
955,40.6986,-3.2949,233,25,the young Spaniards
956,28.3167,-16.5667,233,32,the Teneriffe man
957,46.25,-84.5,234,13,the Lakeman had slackened
958,46.25,-84.5,234,21,headed by the Lakeman
959,-13.9234,-166.6406,234,25,Islanders to assist him
960,-17.6667,-149.45,234,34,wind for Tahiti
961,-17.6667,-149.45,234,44,bound to Tahiti
962,46.25,-84.5,235,8,laughed the Lakeman
963,-17.6667,-149.45,235,10,arrived at Tahiti
964,46,2,235,11_12,sail for France
965,46,2,235,15,after the French ships sailed
966,-17.6667,-149.45,235,16,more civilized Tahitians
967,41.2833,-70.1,235,20,island of Nantucket
968,-12.0433,-77.0283,235,33,in Lima now
970,21.7679,78.8718,237,9,"Hindoo, Egyptian, and Grecian"
971,28.8013,31.1711,237,9,"Hindoo, Egyptian, and Grecian"
972,38.3228,22.2592,237,9,"Hindoo, Egyptian, and Grecian"
973,18.9647,72.8258,237,16,"Elephanta, in India"
974,18.9647,72.8258,237,16,"Elephanta, in India"
975,51.5074,-0.077,238,4,taken for the Traitors' Gate
976,51.5074,-0.077,238,5,leading from the Thames
977,51.5081,-0.0761,238,5,by water into the Tower
978,40.8333,14.25,238,13,old Italian publisher
979,43.0831,-73.785,238,19,"hot springs and cold, Saratoga and Baden-Baden"
980,49,8.4,238,19,"hot springs and cold, Saratoga and Baden-Baden"
981,52.25,4.667,238,24-25,Duch book of voyages
982,78.9,18.0167,238,25,A Whaling Voyage to Spizbergen
983,53.1897,5.8796,238,26,Peter Peterson of Friesland
984,50.9212,-0.2187,238,31,Post Captain in the English navy
985,-55.9797,-67.2717,238,31,A Voyage round Cape Horn
986,-13.9234,-166.6406,238,32,around Cape Horn into the South Seas
987,19,-99,238,34,killed on the coast of Mexico
988,51.5171,-0.1062,238,42,In the abidged London edition
989,67.1039,-50.3323,239,8,Mysticetus or Greenland whale
990,41.2833,-70.1,239,14,showing that picture to any Nantucketer
991,41.2833,-70.1,239,15,summary retreat from Nantucket
992,32.9043,110.4677,239,19,from a Chinese drawing
993,32.9043,110.4677,239,20,those Chinese are
995,46,2,242,3,large French engravings
996,31.5394,-110.7556,242,20,the Patagonian cliffs
997,46,2,242,34,The French at the lads
998,53,9,242,35,paintings of Europe
999,48.804404,2.123162,242,36,triumphal hall at Versailles
1000,46,2,242,37,battles of France?
1002,46,2,242,41,aptitude of the French
1003,50.9212,-0.2187,243,1,one tenth of England's experience
1004,40.423,-98.7372,243,2,that of the Americans
1005,50.9212,-0.2187,243,4,English and American whale draughtsmen
1006,40.423,-98.7372,243,4,English and American whale draughtsmen
1007,67.1039,-50.3323,243,8,Greenland whale
1008,90,0,243,12,Arctic snow crystals
1009,67.1039,-50.3323,243,15,Greenland Justice of the Peace
1010,46,2,243,16,two other French engravings
1011,3.5134,-156.7969,243,19,isles of the Pacific
1012,46,2,243,20,French whaler anchored
1014,51.5081,-0.0761,244,1,On Tower-hill
1015,51.5171,-0.1062,244,1,the London docks
1016,51.5073,-0.061,244,8,published in Wapping
1017,41.6361,-70.9347,244,12,Throughout the Pacific
1018,41.2833,-70.1,244,12,also in Nantucket
1019,41.6361,-70.9347,244,12,and New Bedford
1020,40.9978,-72.2931,244,12_13,and Sag Harbor
1022,21.30889,-157.82611,245,11,ancient Hawaiian war-club
1023,41.9,12.5,245,13,Latin lexicon
1024,21.30889,157.82611,245,16,the Hawaiian savage
1025,38.3228,22.2592,245,19,"the Greek savage, Achilles"
1026,52.25,4.667,245,20,fine old Dutch savage
1027,-13.9234,-166.6406,245,23,South-Sea war-wood
1028,40.423,-98.7372,245,23-24,forecastles of American whalers
1029,-8.9389,159.5305,245,43,like the Solomon Islands
1031,90,0,246,2,round and round the Pole
1033,-46.1667,51.1167,247,1,north-eastward from the Crozetts
1034,45.4333,12.3167,247,7,wondrous Venetian blind
1035,21.7679,78.8718,247,16,hunting countries of India
1036,-15.6778,-47.4384,247,27,Brazil Banks
1037,52.6244,-59.685,247,28,Banks of Newfoundland
1038,38.7,-9.1833,248,17,Portuguese vengeance
1039,33.6804,51.1689,248,27,the Persian host
1040,-17.6667,-149.45,248,42,one insular Tahiti
1042,-7.5028,111.2631,249,2,islnd of Java
1044,11.8728,122.8613,251,12,the Manilla rope
1045,40.423,-98.7372,251,12,in the American fishery
1046,21.7679,78.8718,251,16,a sort of Indian
1047,11.8728,122.8613,251,16,but Manilla is
1048,43.917,41.783,251,17,Circassian to behold
1049,50.9212,-0.2187,252,2,English boats
1050,40.423,-98.7372,252,5,American tub
1051,40.423,-98.7372,252,9,American line-tub
1052,21.7679,78.8718,252,38,they seem as Indian jugglers
1053,50.9528,1.8589,253,4,six burghers of Calais
1055,4.5655,66.4453,254,7,this part of the Indian Ocean
1056,-34.00139,-58.39361,254,10,the Rio de la Plata
1057,-11.2583,-75.1374,254,10,or the in-shore ground of Peru
1059,41.33444,-70.79583,255,32,screamed the Gay-Header
1060,42.3482,-75.189,255,43,New York pilot-boat
1061,0,-30,256,30,Whole Atlantics
1062,3.5134,-156.7969,256,30,and Pacifics
1063,52.25,4.667,256,42,in the old Dutch fishery
1067,34.92194,97.51194,262,7,Great Canal of Hang-Ho
1068,32.9043,110.4677,262,7,"they call it, in China"
1069,41.2833,-70.1,263,13,some of these Nantucketers
1070,0,-30,264,3,ships crossing the Atlantic
1071,37.2375,-80.21361,266,37,goin' ober de Roanoke
1072,37.2375,-80.21361,266,40,Didn't I say de Roanoke country?
1073,-33.92528,18.42389,267,7,once in Cape-Down
1074,-33.92528,18.42389,267,8,church in Cape-Town
1077,46,2,269,5,delicacy in France
1078,56.0701,-3.4617,269,10,monks of Drumferline
1079,50.9212,-0.2187,269,19,certain Englishmen
1080,67.1039,-50.3323,269,20,left in Greenland
1081,52.25,4.667,269,22,Dutch whalemen
1082,52.37,4.89,269,24,Amsterdam housewives
1083,-18,175,271,5,for the Fejee
1084,-18,175,271,7,that provident Fejee
1086,3.5134,-156.7969,272,10,LIne in the Pacific
1087,-18,175,273,14,wedder Fejee god
1088,41.2833,-70.1,273,15,Nantucket god
1091,44.2632,11.4403,277,8,finest Italian line engravings
1092,28.8013,31.1711,277,13,cyphers on the walls of pyramids
1093,38.900556,-90.159722,277,17,hieroglyphic palisades on the banks of the Upper Mississippi
1094,67.1039,-50.3323,277,22,those New England rocks
1095,67.1039,-50.3323,277,35,what would become of a Greenland whale
1098,90,0,278,1,those Arctic waters
1099,90,0,278,5,the blood of a Polar whale
1100,1,114,278,5,a Borneo negro in summer
1102,90,0,278,10,at the Pole
1103,41.9022,12.4533,278,10,Like the great dome of St. Peter's
1104,41.9022,12.4533,278,13,how few are domed like St. Peter's
1106,51.5171,-0.1062,,,the Cock-Lane one
1108,52.25,4.667,281,21,weighing a Dutch barn in jewellers' scales
1109,29.9753,31.1378,282,10,it seemed the Sphynx's in the desert
1111,40.423,-98.7372,283,11,American Whale Fleet
1112,41.2833,-70.1,283,13,the Jereboam of Nantucket
1113,42.800278,-73.880833,284,19,society of Neskyeuna Shakers
1114,42.800278,-73.880833,284,24,he had left Neskyeuna
1115,41.2833,-70.1,284,24,left Neskyeuna for Nantucket
1119,56.4396,-4.0532,288,19,the Highland costume
1120,44.2632,11.4403,288,22,You have seen Italian
1121,13.9202,101.0168,289,2,elongated Siamese ligature
1122,13.9202,101.0168,289,14,this Siamese connexion
1123,45.6936,-0.3253,290,17,Some hot Cogniac?
1125,-46.1667,51.1167,292,11,the Crozetts
1126,29.5,33.8333,293,19,new bursting fountains
1127,12.4317,104.5291,293,33,that gamboge ghost of a Fedallah
1128,49.838,105.8203,294,21,Asiatic cholera
1129,40.6986,-3.2949,294,27,Three Spaniards?
1130,21.7679,78.8718,296,5,the Parsee occupied his shadow
1131,66.50396,25.72936,296,7,Laplandish speculations were bandied
1133,41.2833,-70.1,297,5,the Nantucketer
1134,37.1833,-86.1,299,13,Kentucky Mammoth Cave
1135,43.6867,-85.0102,299,37,Michigan oxen drag stumps
1138,41.9,12.5,300,3,Roman war-chariot
1139,52.25,4.667,300,5,an old Dutch voyager
1140,67.1039,-50.3323,300,14,"which the Greenlanders call the ""crown,"
1141,-11.2583,-75.1374,300,28,down the Peruvian coast
1142,45.7839,-87.2784,301,1,were I at Mackinaw
1143,45.4333,12.3167,301,6,Venetian blinds
1144,50.9212,-0.2187,301,25,Queen Anne's time
1145,52.3803,4.6406,301,33,great Haarlem organ
1146,39.1988,34.0723,301,34,a rug of the softest Turkey
1148,8.6667,-80,304,29,Isthmus of Darien
1151,30.9667,30.7667,304,34,Lais
1153,49.4034,8.6792,305,13,Heidelburgh Tun
1154,49.4034,8.6792,305,16,that of Heidelburgh
1155,51.9811,4.0931,305,17,the Rhenish valleys
1156,49.4034,8.6792,305,27,Heidelburgh Tun
1157,49.4034,8.6792,306,18,Heidelburgh Tun
1158,39.1988,34.0723,307,9,Turkish Muezzin
1159,43.08,-79.071,308,34,like Niagara's Table-Rock
1160,41.4,-70.6167,309,27,the Gay-Header's
1161,41.44833,-82.16889,310,8,Ohio honey-hunter
1163,36.12583,-5.34306,311,4,the Rock of Gibraltar
1164,41.8986,12.4768,311,5,Dome of the Pantheon
1165,37.6333,21.6167,311,20,Phidias's marble Jove
1167,51,9,312,5,German emperors
1168,29.9792,31.1342,312,24,his pyramidical silence
1170,2.2459,32.2525,312,27,crocodile of the Nile
1171,31.4,30.4167,312,33,the wrinkled granite hieroglyphics
1172,28.8013,31.1711,312,34,the Egypt of every man's
1174,29.9792,31.1342,313,1,physiognomically a Sphynx
1175,53,-71,313,12,fortifications of Quebec
1176,51,9,314,9,a German conceit
1177,51,9,314,11,Germans were not the first
1179,53.0769,8.8089,315,2,of Bremen
1180,52.25,4.667,315,3,the Dutch
1181,51,9,315,3,and Germans
1182,3.5134,-156.7969,315,5,in the Pacific
1183,51,9,315,10,held by the German
1184,51,9,315,12,the Yarman
1185,51,9,315,13,the Yarman
1186,54.9833,-1.5833,315,18,coals to Newcastle
1187,51,9,315,22,the German soon
1188,53.0769,8.8089,315,25,Bremen oil
1189,51,9,316,6,three German boats
1190,21.7679,78.8718,316,27,Hindostan coast
1191,51,9,316,35,the German
1192,51,9,316,41,three German boats
1193,51,9,,,villainous Yarman
1194,51,9,317,9,look at that Yarman
1195,50.9212,-0.2187,317,22,bank of England
1196,51,9,317,27,Dutch dogger
1197,41.4,-70.6167,317,29,honor of old Gayhead
1198,51,9,317,32,taunts of the German
1199,51,9,317,37,Down with the Yarman
1200,51,9,318,5,the German's quarter
1201,51,9,318,27,the German harpooneer
1202,41.2833,-70.1,318,27,three Nantucket irons
1203,51,9,318,29,the German's aside
1205,33.6804,51.1689,319,39,Xerxes' army
1206,40.423,-98.7372,322,10,America
1207,45.4333,12.3167,323,8,his Venetian blinds
1208,-41.4395,172.1936,323,14,bays of New Zealand
1210,33.5,36.3,,,this Arkite story
1211,32.0333,34.75,324,18,Joppa
1212,32.0333,34.75,324,18,now Jaffa
1213,33.5,36.3,324,18,the Syrian coast
1214,41.9,12.5,324,21,When the Romans took
1215,32.0333,34.75,324,21,Romans took Joppa
1216,44.2632,11.4403,324,22,Italy in triumph
1217,32.0333,34.75,324,23,it was from Joppa
1218,50.9212,-0.2187,325,20,guardian of England
1219,41.2833,-70.1,325,20,harpooneers of Nantucket
1220,50.9212,-0.2187,325,21,noble order of St. George
1221,41.2833,-70.1,325,23,eye a Nantucketer
